timestamp_utc,timestamp_ist,location,current_speed,free_flow_speed,congestion_index,confidence
2026-03-05 03:36:31.745578+00:00,2026-03-05 09:06:31.745578+00:00,Market Area,47,47,0.0,1.0
2026-03-05 05:03:25.020252+00:00,2026-03-05 10:33:25.020252+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 05:03:25.578249+00:00,2026-03-05 10:33:25.578249+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 05:03:25.752123+00:00,2026-03-05 10:33:25.752123+00:00,Market Area,47,47,0.0,1.0
2026-03-05 06:01:03.997423+00:00,2026-03-05 11:31:03.997423+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 06:01:04.545190+00:00,2026-03-05 11:31:04.545190+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 06:01:04.739580+00:00,2026-03-05 11:31:04.739580+00:00,Market Area,47,47,0.0,1.0
2026-03-05 07:08:25.945991+00:00,2026-03-05 12:38:25.945991+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 07:08:26.482848+00:00,2026-03-05 12:38:26.482848+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 07:08:26.731910+00:00,2026-03-05 12:38:26.731910+00:00,Market Area,47,47,0.0,1.0
2026-03-05 07:52:33.235105+00:00,2026-03-05 13:22:33.235105+00:00,Central Junction,38,48,0.20833333333333334,0.977082
2026-03-05 07:52:33.798269+00:00,2026-03-05 13:22:33.798269+00:00,MC Road Segment,38,48,0.20833333333333334,0.977082
2026-03-05 07:52:34.000660+00:00,2026-03-05 13:22:34.000660+00:00,Market Area,47,47,0.0,1.0
2026-03-05 08:27:15.328779+00:00,2026-03-05 13:57:15.328779+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 08:27:15.834151+00:00,2026-03-05 13:57:15.834151+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 08:27:16.007575+00:00,2026-03-05 13:57:16.007575+00:00,Market Area,47,47,0.0,1.0
2026-03-05 09:05:21.895946+00:00,2026-03-05 14:35:21.895946+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 09:05:22.414751+00:00,2026-03-05 14:35:22.414751+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 09:05:22.646688+00:00,2026-03-05 14:35:22.646688+00:00,Market Area,47,47,0.0,1.0
2026-03-05 10:00:09.198457+00:00,2026-03-05 15:30:09.198457+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 10:00:09.764334+00:00,2026-03-05 15:30:09.764334+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 10:00:09.994618+00:00,2026-03-05 15:30:09.994618+00:00,Market Area,47,47,0.0,1.0
2026-03-05 10:41:31.699478+00:00,2026-03-05 16:11:31.699478+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 10:41:32.161250+00:00,2026-03-05 16:11:32.161250+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 10:41:32.365997+00:00,2026-03-05 16:11:32.365997+00:00,Market Area,47,47,0.0,1.0
2026-03-05 11:20:19.019343+00:00,2026-03-05 16:50:19.019343+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 11:20:19.500394+00:00,2026-03-05 16:50:19.500394+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 11:20:19.625330+00:00,2026-03-05 16:50:19.625330+00:00,Market Area,47,47,0.0,1.0
2026-03-05 11:52:21.392501+00:00,2026-03-05 17:22:21.392501+00:00,Central Junction,39,48,0.1875,0.933995
2026-03-05 11:52:21.930029+00:00,2026-03-05 17:22:21.930029+00:00,MC Road Segment,39,48,0.1875,0.933995
2026-03-05 11:52:22.151500+00:00,2026-03-05 17:22:22.151500+00:00,Market Area,47,47,0.0,1.0
2026-03-05 12:33:19.735410+00:00,2026-03-05 18:03:19.735410+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 12:33:20.151214+00:00,2026-03-05 18:03:20.151214+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 12:33:20.316839+00:00,2026-03-05 18:03:20.316839+00:00,Market Area,47,47,0.0,1.0
2026-03-05 13:46:48.858660+00:00,2026-03-05 19:16:48.858660+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 13:46:49.202550+00:00,2026-03-05 19:16:49.202550+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 13:46:49.376078+00:00,2026-03-05 19:16:49.376078+00:00,Market Area,47,47,0.0,1.0
2026-03-05 14:37:29.271017+00:00,2026-03-05 20:07:29.271017+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 14:37:29.805245+00:00,2026-03-05 20:07:29.805245+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 14:37:29.963840+00:00,2026-03-05 20:07:29.963840+00:00,Market Area,47,47,0.0,1.0
2026-03-05 15:33:05.775178+00:00,2026-03-05 21:03:05.775178+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 15:33:06.262854+00:00,2026-03-05 21:03:06.262854+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 15:33:06.400289+00:00,2026-03-05 21:03:06.400289+00:00,Market Area,47,47,0.0,1.0
2026-03-05 17:48:18.204421+00:00,2026-03-05 23:18:18.204421+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 17:48:18.623291+00:00,2026-03-05 23:18:18.623291+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 17:48:18.770659+00:00,2026-03-05 23:18:18.770659+00:00,Market Area,47,47,0.0,1.0
2026-03-05 19:05:24.948613+00:00,2026-03-06 00:35:24.948613+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 19:05:25.494461+00:00,2026-03-06 00:35:25.494461+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 19:05:25.773721+00:00,2026-03-06 00:35:25.773721+00:00,Market Area,47,47,0.0,1.0
2026-03-05 19:59:22.100251+00:00,2026-03-06 01:29:22.100251+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 19:59:22.503349+00:00,2026-03-06 01:29:22.503349+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 19:59:22.678758+00:00,2026-03-06 01:29:22.678758+00:00,Market Area,47,47,0.0,1.0
2026-03-05 20:36:56.617188+00:00,2026-03-06 02:06:56.617188+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 20:36:57.272025+00:00,2026-03-06 02:06:57.272025+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 20:36:57.415562+00:00,2026-03-06 02:06:57.415562+00:00,Market Area,47,47,0.0,1.0
2026-03-05 21:05:18.070054+00:00,2026-03-06 02:35:18.070054+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 21:05:18.648240+00:00,2026-03-06 02:35:18.648240+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 21:05:18.885232+00:00,2026-03-06 02:35:18.885232+00:00,Market Area,47,47,0.0,1.0
2026-03-05 21:48:53.393573+00:00,2026-03-06 03:18:53.393573+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 21:48:54.010925+00:00,2026-03-06 03:18:54.010925+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 21:48:54.187009+00:00,2026-03-06 03:18:54.187009+00:00,Market Area,47,47,0.0,1.0
2026-03-05 22:19:04.397999+00:00,2026-03-06 03:49:04.397999+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 22:19:04.919186+00:00,2026-03-06 03:49:04.919186+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 22:19:05.121443+00:00,2026-03-06 03:49:05.121443+00:00,Market Area,47,47,0.0,1.0
2026-03-05 23:32:25.508413+00:00,2026-03-06 05:02:25.508413+00:00,Central Junction,48,48,0.0,1.0
2026-03-05 23:32:26.059689+00:00,2026-03-06 05:02:26.059689+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-05 23:32:26.304337+00:00,2026-03-06 05:02:26.304337+00:00,Market Area,47,47,0.0,1.0
2026-03-06 00:07:27.517331+00:00,2026-03-06 05:37:27.517331+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 00:07:27.984922+00:00,2026-03-06 05:37:27.984922+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 00:07:28.123640+00:00,2026-03-06 05:37:28.123640+00:00,Market Area,47,47,0.0,1.0
2026-03-06 02:49:54.760054+00:00,2026-03-06 08:19:54.760054+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 02:49:55.340435+00:00,2026-03-06 08:19:55.340435+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 02:49:55.584360+00:00,2026-03-06 08:19:55.584360+00:00,Market Area,47,47,0.0,1.0
2026-03-06 04:25:41.714069+00:00,2026-03-06 09:55:41.714069+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 04:25:42.314684+00:00,2026-03-06 09:55:42.314684+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 04:25:42.549474+00:00,2026-03-06 09:55:42.549474+00:00,Market Area,47,47,0.0,1.0
2026-03-06 05:28:20.747584+00:00,2026-03-06 10:58:20.747584+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 05:28:21.173739+00:00,2026-03-06 10:58:21.173739+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 05:28:21.311285+00:00,2026-03-06 10:58:21.311285+00:00,Market Area,47,47,0.0,1.0
2026-03-06 06:04:38.591218+00:00,2026-03-06 11:34:38.591218+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 06:04:39.109830+00:00,2026-03-06 11:34:39.109830+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 06:04:39.396994+00:00,2026-03-06 11:34:39.396994+00:00,Market Area,47,47,0.0,1.0
2026-03-06 07:06:19.345322+00:00,2026-03-06 12:36:19.345322+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 07:06:19.938798+00:00,2026-03-06 12:36:19.938798+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 07:06:20.233182+00:00,2026-03-06 12:36:20.233182+00:00,Market Area,47,47,0.0,1.0
2026-03-06 07:50:04.586829+00:00,2026-03-06 13:20:04.586829+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 07:50:05.077588+00:00,2026-03-06 13:20:05.077588+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 07:50:05.255846+00:00,2026-03-06 13:20:05.255846+00:00,Market Area,47,47,0.0,1.0
2026-03-06 08:23:59.611179+00:00,2026-03-06 13:53:59.611179+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 08:24:00.182354+00:00,2026-03-06 13:54:00.182354+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 08:24:00.460322+00:00,2026-03-06 13:54:00.460322+00:00,Market Area,39,47,0.1702127659574468,0.968597
2026-03-06 09:00:37.278686+00:00,2026-03-06 14:30:37.278686+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 09:00:37.848011+00:00,2026-03-06 14:30:37.848011+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 09:00:38.152469+00:00,2026-03-06 14:30:38.152469+00:00,Market Area,47,47,0.0,1.0
2026-03-06 09:54:30.046831+00:00,2026-03-06 15:24:30.046831+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 09:54:30.512717+00:00,2026-03-06 15:24:30.512717+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 09:54:30.771021+00:00,2026-03-06 15:24:30.771021+00:00,Market Area,47,47,0.0,1.0
2026-03-06 10:23:16.641010+00:00,2026-03-06 15:53:16.641010+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 10:23:17.049301+00:00,2026-03-06 15:53:17.049301+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 10:23:17.206548+00:00,2026-03-06 15:53:17.206548+00:00,Market Area,47,47,0.0,1.0
2026-03-06 10:59:52.604737+00:00,2026-03-06 16:29:52.604737+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 10:59:53.195062+00:00,2026-03-06 16:29:53.195062+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 10:59:53.446857+00:00,2026-03-06 16:29:53.446857+00:00,Market Area,47,47,0.0,1.0
2026-03-06 11:30:07.483802+00:00,2026-03-06 17:00:07.483802+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 11:30:08.468239+00:00,2026-03-06 17:00:08.468239+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 11:30:08.679295+00:00,2026-03-06 17:00:08.679295+00:00,Market Area,47,47,0.0,1.0
2026-03-06 11:51:44.976208+00:00,2026-03-06 17:21:44.976208+00:00,Central Junction,43,48,0.10416666666666667,0.954369
2026-03-06 11:51:45.375042+00:00,2026-03-06 17:21:45.375042+00:00,MC Road Segment,43,48,0.10416666666666667,0.954369
2026-03-06 11:51:45.522346+00:00,2026-03-06 17:21:45.522346+00:00,Market Area,47,47,0.0,1.0
2026-03-06 12:28:43.060239+00:00,2026-03-06 17:58:43.060239+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 12:28:43.469152+00:00,2026-03-06 17:58:43.469152+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 12:28:43.616327+00:00,2026-03-06 17:58:43.616327+00:00,Market Area,47,47,0.0,1.0
2026-03-06 13:34:09.056504+00:00,2026-03-06 19:04:09.056504+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 13:34:09.617041+00:00,2026-03-06 19:04:09.617041+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 13:34:09.844987+00:00,2026-03-06 19:04:09.844987+00:00,Market Area,47,47,0.0,1.0
2026-03-06 14:21:55.922684+00:00,2026-03-06 19:51:55.922684+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 14:21:56.495991+00:00,2026-03-06 19:51:56.495991+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 14:21:56.701650+00:00,2026-03-06 19:51:56.701650+00:00,Market Area,47,47,0.0,1.0
2026-03-06 15:01:44.328061+00:00,2026-03-06 20:31:44.328061+00:00,Central Junction,37,48,0.22916666666666666,0.960335
2026-03-06 15:01:44.889236+00:00,2026-03-06 20:31:44.889236+00:00,MC Road Segment,37,48,0.22916666666666666,0.960335
2026-03-06 15:01:45.114324+00:00,2026-03-06 20:31:45.114324+00:00,Market Area,41,47,0.1276595744680851,0.907003
2026-03-06 15:52:32.657694+00:00,2026-03-06 21:22:32.657694+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 15:52:33.155235+00:00,2026-03-06 21:22:33.155235+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 15:52:33.389801+00:00,2026-03-06 21:22:33.389801+00:00,Market Area,47,47,0.0,1.0
2026-03-06 16:26:29.883362+00:00,2026-03-06 21:56:29.883362+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 16:26:30.367463+00:00,2026-03-06 21:56:30.367463+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 16:26:30.559593+00:00,2026-03-06 21:56:30.559593+00:00,Market Area,47,47,0.0,1.0
2026-03-06 17:04:19.713541+00:00,2026-03-06 22:34:19.713541+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 17:04:20.328336+00:00,2026-03-06 22:34:20.328336+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 17:04:20.621636+00:00,2026-03-06 22:34:20.621636+00:00,Market Area,47,47,0.0,1.0
2026-03-06 17:51:02.546930+00:00,2026-03-06 23:21:02.546930+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 17:51:02.912823+00:00,2026-03-06 23:21:02.912823+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 17:51:03.041092+00:00,2026-03-06 23:21:03.041092+00:00,Market Area,47,47,0.0,1.0
2026-03-06 18:28:29.802290+00:00,2026-03-06 23:58:29.802290+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 18:28:30.324575+00:00,2026-03-06 23:58:30.324575+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 18:28:30.491326+00:00,2026-03-06 23:58:30.491326+00:00,Market Area,43,47,0.0851063829787234,0.853915
2026-03-06 19:08:43.504630+00:00,2026-03-07 00:38:43.504630+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 19:08:44.091697+00:00,2026-03-07 00:38:44.091697+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 19:08:44.334861+00:00,2026-03-07 00:38:44.334861+00:00,Market Area,47,47,0.0,1.0
2026-03-06 19:46:34.572047+00:00,2026-03-07 01:16:34.572047+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 19:46:35.116093+00:00,2026-03-07 01:16:35.116093+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 19:46:35.352996+00:00,2026-03-07 01:16:35.352996+00:00,Market Area,47,47,0.0,1.0
2026-03-06 20:19:21.381679+00:00,2026-03-07 01:49:21.381679+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 20:19:21.878657+00:00,2026-03-07 01:49:21.878657+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 20:19:22.029233+00:00,2026-03-07 01:49:22.029233+00:00,Market Area,47,47,0.0,1.0
2026-03-06 20:52:26.390156+00:00,2026-03-07 02:22:26.390156+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 20:52:27.057557+00:00,2026-03-07 02:22:27.057557+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 20:52:27.301900+00:00,2026-03-07 02:22:27.301900+00:00,Market Area,47,47,0.0,1.0
2026-03-06 21:18:57.494865+00:00,2026-03-07 02:48:57.494865+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 21:18:58.080850+00:00,2026-03-07 02:48:58.080850+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 21:18:58.318459+00:00,2026-03-07 02:48:58.318459+00:00,Market Area,47,47,0.0,1.0
2026-03-06 21:48:47.471855+00:00,2026-03-07 03:18:47.471855+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 21:48:48.064271+00:00,2026-03-07 03:18:48.064271+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 21:48:48.349297+00:00,2026-03-07 03:18:48.349297+00:00,Market Area,47,47,0.0,1.0
2026-03-06 22:16:23.046829+00:00,2026-03-07 03:46:23.046829+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 22:16:23.601321+00:00,2026-03-07 03:46:23.601321+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 22:16:23.772730+00:00,2026-03-07 03:46:23.772730+00:00,Market Area,47,47,0.0,1.0
2026-03-06 22:51:55.636508+00:00,2026-03-07 04:21:55.636508+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 22:51:56.198279+00:00,2026-03-07 04:21:56.198279+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 22:51:56.488150+00:00,2026-03-07 04:21:56.488150+00:00,Market Area,47,47,0.0,1.0
2026-03-06 23:17:21.863579+00:00,2026-03-07 04:47:21.863579+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 23:17:22.362529+00:00,2026-03-07 04:47:22.362529+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 23:17:22.566704+00:00,2026-03-07 04:47:22.566704+00:00,Market Area,47,47,0.0,1.0
2026-03-06 23:46:44.011613+00:00,2026-03-07 05:16:44.011613+00:00,Central Junction,48,48,0.0,1.0
2026-03-06 23:46:44.568281+00:00,2026-03-07 05:16:44.568281+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-06 23:46:44.816626+00:00,2026-03-07 05:16:44.816626+00:00,Market Area,47,47,0.0,1.0
2026-03-07 00:59:46.412254+00:00,2026-03-07 06:29:46.412254+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 00:59:46.944059+00:00,2026-03-07 06:29:46.944059+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 00:59:47.107136+00:00,2026-03-07 06:29:47.107136+00:00,Market Area,47,47,0.0,1.0
2026-03-07 03:15:45.964101+00:00,2026-03-07 08:45:45.964101+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 03:15:46.482744+00:00,2026-03-07 08:45:46.482744+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 03:15:46.654779+00:00,2026-03-07 08:45:46.654779+00:00,Market Area,47,47,0.0,1.0
2026-03-07 04:44:05.058112+00:00,2026-03-07 10:14:05.058112+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 04:44:05.505227+00:00,2026-03-07 10:14:05.505227+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 04:44:05.649222+00:00,2026-03-07 10:14:05.649222+00:00,Market Area,47,47,0.0,1.0
2026-03-07 05:25:47.042441+00:00,2026-03-07 10:55:47.042441+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 05:25:47.525789+00:00,2026-03-07 10:55:47.525789+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 05:25:47.689246+00:00,2026-03-07 10:55:47.689246+00:00,Market Area,47,47,0.0,1.0
2026-03-07 05:56:42.061270+00:00,2026-03-07 11:26:42.061270+00:00,Central Junction,42,48,0.125,0.993627
2026-03-07 05:56:42.604989+00:00,2026-03-07 11:26:42.604989+00:00,MC Road Segment,42,48,0.125,0.993627
2026-03-07 05:56:42.831496+00:00,2026-03-07 11:26:42.831496+00:00,Market Area,47,47,0.0,1.0
2026-03-07 06:29:58.044425+00:00,2026-03-07 11:59:58.044425+00:00,Central Junction,41,48,0.14583333333333334,0.989059
2026-03-07 06:29:58.611651+00:00,2026-03-07 11:59:58.611651+00:00,MC Road Segment,41,48,0.14583333333333334,0.989059
2026-03-07 06:29:58.816655+00:00,2026-03-07 11:59:58.816655+00:00,Market Area,47,47,0.0,1.0
2026-03-07 07:04:29.793415+00:00,2026-03-07 12:34:29.793415+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 07:04:30.220139+00:00,2026-03-07 12:34:30.220139+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 07:04:30.384422+00:00,2026-03-07 12:34:30.384422+00:00,Market Area,47,47,0.0,1.0
2026-03-07 07:40:18.563541+00:00,2026-03-07 13:10:18.563541+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 07:40:19.111570+00:00,2026-03-07 13:10:19.111570+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 07:40:19.352339+00:00,2026-03-07 13:10:19.352339+00:00,Market Area,47,47,0.0,1.0
2026-03-07 07:54:17.094455+00:00,2026-03-07 13:24:17.094455+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 07:54:17.466638+00:00,2026-03-07 13:24:17.466638+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 07:54:17.624581+00:00,2026-03-07 13:24:17.624581+00:00,Market Area,47,47,0.0,1.0
2026-03-07 08:16:43.544877+00:00,2026-03-07 13:46:43.544877+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 08:16:44.107842+00:00,2026-03-07 13:46:44.107842+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 08:16:44.342921+00:00,2026-03-07 13:46:44.342921+00:00,Market Area,47,47,0.0,1.0
2026-03-07 08:51:17.266446+00:00,2026-03-07 14:21:17.266446+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 08:51:17.742042+00:00,2026-03-07 14:21:17.742042+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 08:51:17.919261+00:00,2026-03-07 14:21:17.919261+00:00,Market Area,47,47,0.0,1.0
2026-03-07 09:18:18.541529+00:00,2026-03-07 14:48:18.541529+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 09:18:19.063738+00:00,2026-03-07 14:48:19.063738+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 09:18:19.244061+00:00,2026-03-07 14:48:19.244061+00:00,Market Area,47,47,0.0,1.0
2026-03-07 09:47:49.342889+00:00,2026-03-07 15:17:49.342889+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 09:47:49.836487+00:00,2026-03-07 15:17:49.836487+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 09:47:50.009350+00:00,2026-03-07 15:17:50.009350+00:00,Market Area,47,47,0.0,1.0
2026-03-07 10:12:41.279959+00:00,2026-03-07 15:42:41.279959+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 10:12:41.715421+00:00,2026-03-07 15:42:41.715421+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 10:12:41.850172+00:00,2026-03-07 15:42:41.850172+00:00,Market Area,47,47,0.0,1.0
2026-03-07 10:41:26.482129+00:00,2026-03-07 16:11:26.482129+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 10:41:27.062606+00:00,2026-03-07 16:11:27.062606+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 10:41:27.346140+00:00,2026-03-07 16:11:27.346140+00:00,Market Area,47,47,0.0,1.0
2026-03-07 10:54:41.634623+00:00,2026-03-07 16:24:41.634623+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 10:54:42.073392+00:00,2026-03-07 16:24:42.073392+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 10:54:42.261372+00:00,2026-03-07 16:24:42.261372+00:00,Market Area,47,47,0.0,1.0
2026-03-07 11:10:31.628792+00:00,2026-03-07 16:40:31.628792+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 11:10:32.095710+00:00,2026-03-07 16:40:32.095710+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 11:10:32.243246+00:00,2026-03-07 16:40:32.243246+00:00,Market Area,47,47,0.0,1.0
2026-03-07 11:31:49.246543+00:00,2026-03-07 17:01:49.246543+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 11:31:49.591649+00:00,2026-03-07 17:01:49.591649+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 11:31:49.733560+00:00,2026-03-07 17:01:49.733560+00:00,Market Area,47,47,0.0,1.0
2026-03-07 11:50:55.803951+00:00,2026-03-07 17:20:55.803951+00:00,Central Junction,48,48,0.0,1.0
2026-03-07 11:50:56.123840+00:00,2026-03-07 17:20:56.123840+00:00,MC Road Segment,48,48,0.0,1.0
2026-03-07 11:50:56.247526+00:00,2026-03-07 17:20:56.247526+00:00,Market Area,39,47,0.1702127659574468,0.980801
2026-03-07 12:22:10.462548+00:00,2026-03-07 17:52:10.462548+00:00,Central Junction,42,48,0.125,0.982907
2026-03-07 12:22:10.973691+00:00,2026-03-07 17:52:10.973691+00:00,MC Road Segment,42,48,0.125,0.982907
2026-03-07 12:22:11.140000+00:00,2026-03-07 17:52:11.140000+00:00,Market Area,47,47,0.0,1.0
2026-03-07 13:11:40.765662+00:00,2026-03-07 18:41:40.765662+00:00,Central Junction,41,48,0.14583333333333334,0.976906
2026-03-07 13:11:41.339119+00:00,2026-03-07 18:41:41.339119+00:00,MC Road Segment,41,48,0.14583333333333334,0.976906
2026-03-07 13:11:41.611789+00:00,2026-03-07 18:41:41.611789+00:00,Market Area,41,47,0.1276595744680851,0.973643
2026-03-07 13:48:11.422065+00:00,2026-03-07 19:18:11.422065+00:00,Central Junction,40,48,0.16666666666666666,0.966782
2026-03-07 13:48:11.945132+00:00,2026-03-07 19:18:11.945132+00:00,MC Road Segment,40,48,0.16666666666666666,0.966782
2026-03-07 13:48:12.120254+00:00,2026-03-07 19:18:12.120254+00:00,Market Area,38,47,0.19148936170212766,0.982892
2026-03-07 14:14:03.088496+00:00,2026-03-07 19:44:03.088496+00:00,Central Junction,42,48,0.125,0.976496
2026-03-07 14:14:03.643636+00:00,2026-03-07 19:44:03.643636+00:00,MC Road Segment,42,48,0.125,0.976496
2026-03-07 14:14:03.924910+00:00,2026-03-07 19:44:03.924910+00:00,Market Area,39,47,0.1702127659574468,0.921193
2026-03-07 14:41:51.844077+00:00,2026-03-07 20:11:51.844077+00:00,Central Junction,37,49,0.24489795918367346,0.98329
